,i_type,incident_with,date,p_type,details,incident_effect,injury,trip_purpose,regular_cyclist,helemt,intoxicated,road_conditions,sightlines,card_on_roadside,riding_on,bike_lights,terrain,direction,turning,age,birthmonth,sex,pk,longitude,latitude,datetime,seconds
426,Near collision with moving object or vehicle,"Vehicle, side",2016-06-21T08:45:00,nearmiss,I was riding to work on a designated bike lane along Fort St heading out of town and all of a sudden a vehicle cut in front of me making a right turn into the Esso gas station at the corner of Fort and Morrison St in Oak Bay. Fortunately I applied both of my brakes with no collision had occurred.,None,"Injury, no treatment",Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Flat,I don't know,Heading straight,1965.0,4.0,M,2997,-123.3355037,48.42858,2016-06-21 08:45:00,1466520300
427,Near collision with moving object or vehicle,"Vehicle, angle",2016-05-05T08:50:00,nearmiss,Riding from dwntwn on Fort St towards O.Bay on visible bike lane when a driver cut me off at intersection on Morrison. Braked quickly and stopped within inches of the bumper but still locked into pedals and my knee landed hard onto the pavement. He stopped & we exchanged info.,,"Injury, saw family doctor",Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Flat,I don't know,Heading straight,1965.0,4.0,M,3012,-123.33435779999999,48.42745923,2016-05-05 08:50:00,1462459800
428,Near collision with moving object or vehicle,"Vehicle, angle",2016-06-24T17:00:00,nearmiss,Car turned right as I was biking to the right of them (going straight).,None,No injury,Commute,,,,Dry,No obstructions,N,Busy street bike lane,NL,Flat,S,Heading straight,,,,3033,-123.3671308,48.42940701,2016-06-24 17:00:00,1466809200
429,Near collision with stationary object or vehicle,"Vehicle, open door",2016-06-24T09:00:00,nearmiss,Driver opened car door in to bike lane.  Swerved to avoid.,More careful,No injury,Commute,,,,Dry,No obstructions,Y,Busy street bike lane,NL,Downhill,N,Heading straight,,,,3034,-123.3671683,48.43183098,2016-06-24 09:00:00,1466780400
430,Near collision with moving object or vehicle,"Vehicle, angle",2016-06-28T06:35:00,nearmiss,"I was riding downhill, straight on Braefoot, headed N towards Mckenzie.  White truck pulled up to T intersection in front of me, slowed down, then turned into my lane just when I was riding by -- missed me by a foot.   Driver apologized at McKenzie.",Too soon,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Quiet street, no bike facilities",F,Downhill,N,Heading straight,1963.0,8.0,M,3060,-123.3467031,48.46915127,2016-06-28 06:35:00,1467117300
431,Near collision with moving object or vehicle,"Vehicle, side",2016-06-23T16:30:00,nearmiss,"A male driver in a white porsche, without indicating, veered across from the driving lane (on my left) to a parking spot (on my right), cutting me off in the process.  I slammed on my brakes hard enough to pop my rear wheel up and managed to avoid the car by a few inches (no exaggeration).",None,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Quiet street, no bike facilities",NL,Flat,N,Heading straight,1986.0,12.0,M,3064,-123.35660039999999,48.42497521,2016-06-23 16:30:00,1466721000
432,Near collision with moving object or vehicle,"Vehicle, angle",2016-06-23T14:15:00,nearmiss,"First in position at a red light.  Positioned in the straight through lane (narrow).  Car beside me in turn lane waiting to turn right when pedestrians cleared.  I moved forward when light turned.  Large commercial delivery truck behind me, overtook within 12-18 inches clearance, and cut me off. ",None,No injury,Commute,Y,Y,N,Dry,No obstructions,,"Busy street, no bike facilities",NL,Flat,E,Heading straight,1965.0,3.0,F,3091,-123.36444850000001,48.42939989,2016-06-23 14:15:00,1466712900
433,Near collision with moving object or vehicle,"Vehicle, rear end",2016-04-16T14:15:00,nearmiss,"Narrow street, parked cars, no room for two cars to pass sometimes.  Riding 1 m from car doors, readying to turn left onto Belmont, impatient motorist behind me accelerated, honked, yelled through window, and went around me on my left while I was mid-turn nearly hitting me. I signaled prior to turn.",None,No injury,Social reason,Y,Y,N,Dry,No obstructions,Y,"Quiet street, no bike facilities",NL,Flat,E,Turning left,1965.0,3.0,F,3092,-123.3398795,48.436191,2016-04-16 14:15:00,1460837700
434,Near collision with moving object or vehicle,"Vehicle, angle",2016-06-28T17:00:00,nearmiss,"I was proceeding E on Cedar Hill X Rd toward Cedar Hill Rd when a driver made a right turn into a parking lot directly in front of me.  I braked hard, stopping about 3 inches away from the side of the vehicle.  The driver did not use signal lights nor did he look to see if it was safe to turn",More careful,No injury,Commute,Y,Y,N,,,N,Busy street bike lane,FB,Downhill,E,Heading straight,1954.0,2.0,M,3113,-123.3382058,48.46297641,2016-06-28 17:00:00,1467154800
435,Near collision with moving object or vehicle,"Vehicle, side",2016-07-06T17:45:00,nearmiss,"While approaching the intersection of Harriet and Burnside (going straight in the center lane), a car honked at me and attempted to ""shoo"" me out of the lane into the right-hand turn lane. The car came within a meter of hitting me. Very bad intersection. ",Too soon,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,SW,Heading straight,1986.0,,F,3124,-123.38447930000001,48.44962105,2016-07-06 17:45:00,1467848700
436,Near collision with moving object or vehicle,"Vehicle, head on",2016-07-19T16:00:00,nearmiss,Had a near miss with cycle using the same bike lane as I was.,,No injury,Commute,,,,,,,,,,,,,,,3254,-123.4280062,48.44436902,2016-07-19 16:00:00,1468965600
437,Near collision with moving object or vehicle,"Vehicle, side",2016-07-22T17:25:00,nearmiss,"traffic blocked the sightline at the lights, on exiting the parking lot a vehicle turned from Hillside too quickly and I was nearly hit after negotiating through the stopped traffic blocking the exit to turn left on Shakespeare.",More careful,No injury,Personal business,Y,Y,N,Dry,Obstruction on road,N,"Busy street, no bike facilities",NL,Flat,S,Turning left,,,,3296,-123.33571670000002,48.44433344,2016-07-22 17:25:00,1469229900
438,Near collision with moving object or vehicle,"Vehicle, side",2016-07-13T08:45:00,nearmiss,"Waiting for the traffic turning left onto McKenzie from the TCH, a dump truck was going really fast in the outer lane closest to me. As it turned the corner it seemed the truck was going to tip and a large amount of gravel and rock came out of the truck and landed on me and the pedestrian there. ",More careful,No injury,Commute,Y,Y,N,,No obstructions,N,Cycle track,NL,Flat,W,Heading straight,1960.0,9.0,F,3326,-123.40416129999998,48.45972506,2016-07-13 08:45:00,1468421100
439,Near collision with moving object or vehicle,"Vehicle, angle",2016-08-04T15:45:00,nearmiss,"Driver on Davie turned to follow me going west. In one of the narrow one-lane sections, he sped up and passed me very closely, when there wasn't room to do so. He went south before and after meeting me - no reason to follow me west if he didn't want to.",More careful,No injury,,,,,,,Y,"Quiet street, no bike facilities",,,,,,,,3335,-123.3278632,48.42841745,2016-08-04 15:45:00,1470347100
440,Near collision with moving object or vehicle,"Vehicle, side",2016-08-25T16:15:00,nearmiss,"This is the only block without a bike lane. I signalled to take the lane but a van with plate # CT2522 didn't want to give it to me & came up right behind me. He then passed me within inches once the traffic started moving again.  It's only one block, he was slowed by maybe 5 sec???",Too soon,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,W,Heading straight,1971.0,6.0,F,3535,-123.3341637,48.46868356,2016-08-25 16:15:00,1472163300
441,Near collision with moving object or vehicle,"Vehicle, side",2016-08-28T15:30:00,nearmiss,Drivers cross bike lane if turning right. I was heading straight in bike lane and driver turning right assumed they had the right away so had to stop suddenly. No incident though I did get a big middle finger and some yelling.,None,No injury,Exercise or recreation,Y,Y,N,Wet,No obstructions,N,Quiet street bike lane,NL,Flat,N,Heading straight,,,,3550,-123.3414816,48.44806167,2016-08-28 15:30:00,1472419800
442,Near collision with moving object or vehicle,"Vehicle, side",2016-08-06T00:00:00,nearmiss,"I was heading east on Feltham crossing Shelbourne. There is a bike lane on the west side of Shelbourne but not on the east side. When the light changed to green, a large red truck in the curb lane beside me squeezed me out on the east side of that intersection and I had take evasive action.",None,No injury,Exercise or recreation,Y,Y,N,Dry,No obstructions,Y,Busy street bike lane,NL,Flat,E,Heading straight,,,,3651,-123.3328629,48.47605087,2016-08-06 00:00:00,1470463200
443,Near collision with moving object or vehicle,"Vehicle, side",2016-09-22T17:00:00,nearmiss,Was riding straight in the bike lane from UVic past Tuscany Village when the truck almost turned left into Tuscany Village right in front of me. Truck stopped in time but would have hit me because I wouldn't have braked in time. ,Too soon,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,B,Flat,I don't know,Heading straight,1989.0,9.0,F,3780,-123.33142169999999,48.46870361,2016-09-22 17:00:00,1474585200
444,Near collision with stationary object or vehicle,"Vehicle, side",2016-09-20T04:30:00,nearmiss,Crossing the exit/entry to Tuscany Village when a SUV turned left in front of me to enter the shopping center. Had to brake hard to stop or else would have been hit. ,More careful and bike less,No injury,Commute,Y,Y,,Dry,No obstructions,N,Busy street bike lane,B,Flat,I don't know,Heading straight,,,F,3781,-123.3312934,48.46865612,2016-09-20 04:30:00,1474367400
445,Near collision with moving object or vehicle,"Vehicle, angle",2016-09-22T16:25:00,nearmiss,Witnessed a car almost hit male cyclist in front of me. Car was merging into #1 and stopped for bike crossing headed east. Started to proceed before looking to his left. Came within centimetres of hitting the cyclist. Car stopped just in time. I was trying to tell the cyclist he doesn't see you. Alberta plates,,No injury,,,,,Dry,No obstructions,N,Mixed use trail,NL,Flat,W,Heading straight,,,,3782,-123.40446709999999,48.45994206,2016-09-22 16:25:00,1474583100
446,Near collision with moving object or vehicle,"Vehicle, head on",2016-09-28T12:40:00,nearmiss,"I had signalled my intention to turn and moved slightly more centre in the lane for the 90 degree turn, started to brake, stood up on my pedals to be more visible and a large truck, at high speed, came along side close enough to touch and pulled in front of me.",Too soon,No injury,Personal business,Y,Y,N,,No obstructions,N,"Busy street, no bike facilities",B,Downhill,N,Heading straight,1964.0,8.0,F,3832,-123.3818722,48.48555228,2016-09-28 12:40:00,1475088000
447,Near collision with stationary object or vehicle,"Vehicle, side",2015-10-14T12:00:00,nearmiss,"Broad daylight. Vehicle pulled out of Tuscany Village parking lot and into bike lane at last minute. I didn't have time to stop safely, and had to swerve into vehicle lane. Luckily no cars behind me. A tree near the corner of the entrance to Tuscany Village likely obstructed the driver's view.",None,No injury,Commute,Y,N,N,Dry,View obstructed,,,NL,Flat,W,Heading straight,,,M,3883,-123.3314493,48.46867467,2015-10-14 12:00:00,1444845600
448,Near collision with moving object or vehicle,"Vehicle, angle",2014-09-15T18:00:00,nearmiss,"Biking down Hillside in bike lane. Vehicle slowly overtook me as we approached Shakespeare Street, but I was still adjacent to it (middle of car, possibly in blind spot) as it tried to turn right onto Shakespeare. I was going straight through. Had to slam on brakes to avoid impacting side of car.",More careful,No injury,Commute,Y,N,N,Dry,No obstructions,I don't know,Busy street bike lane,NL,Flat,I don't know,Heading straight,,,M,3884,-123.3358347,48.44458964,2014-09-15 18:00:00,1410825600
449,Near collision with moving object or vehicle,"Vehicle, angle",2014-09-15T18:00:00,nearmiss,"Same time as previous incident at Shakespeare and Hillside. Again travelling straight in bike lane. Vehicle attempted to pull out of Pharmasave parking lot into traffic. Almost side-swiped me (missed by feet), but they stopped in time. Both incidents occurred in good visibility.",More careful,No injury,Commute,,,,,,,,,,,,,,,3885,-123.3336568,48.44552195,2014-09-15 18:00:00,1410825600
450,Near collision with moving object or vehicle,"Vehicle, side",2016-10-11T16:10:00,nearmiss,Vehicle heading in same direction as me turned right into the Hillside Mall parking lot - the driver did not seem to see me in the bike lane as they turned right in front of me (cutting me off) and I had to brake hard.,None,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Downhill,S,Heading straight,1978.0,4.0,F,3901,-123.3333993,48.4473794,2016-10-11 16:10:00,1476223800
451,Near collision with moving object or vehicle,Pedestrian,2016-07-14T07:45:00,nearmiss,Man at drivers side door of a parked car turned around and started crossing the street without looking. I had to shout at him to look out as he stepped in front of me and slam on my brakes to avoid hitting him. ,None,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Quiet street, no bike facilities",NL,Flat,W,Heading straight,1983.0,,F,3934,-123.34398870000001,48.43360707,2016-07-14 07:45:00,1468503900
452,Near collision with moving object or vehicle,"Vehicle, angle",2016-10-12T15:30:00,nearmiss,,More careful,No injury,Exercise or recreation,,,,,,,,,,,,,,,3985,-123.33530900000001,48.4686391,2016-10-12 15:30:00,1476307800
453,Near collision with moving object or vehicle,"Vehicle, head on",2016-10-26T16:45:00,nearmiss,I was nearly get hit by a vehicle which crossed over into my lane to get around an armoured vehicle parked in front of the CARSA building. ,None,No injury,Commute,Y,Y,N,Dry,Obstruction on road,N,"Busy street, no bike facilities",FB,Flat,NE,Heading straight,1950.0,5.0,M,4025,-123.31034299999999,48.46784238,2016-10-26 16:45:00,1477521900
